sr_no,name,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
36,Jansunwai Foundation,"414/4/4317/77-94, Delhi (DELHI)","A. Kumar , Chairman-Jansunwai Foundation, A-78, RS Park Extn., Delhi-110051","Aged/Elderly,Agriculture,Civic Issues,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Legal Awareness & Aid,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Youth Affairs","E2, S1, DILSHAD COLONY
DELHI",DELHI,DELHI,Not Available,7906915630,Not Available,rajal.arora85@gmail.com
37,Janta Adarsh Andh Vidyalaya,"No. S/7720, Sadiq Nagar (DELHI)","Sec-3, Sadiq Nagar, New Delhi 110049",Education & Literacy,"A. Kumar , Chairman-Jansunwai Foundation, A-78, RS Park Extn., Delhi-110051",Delhi,DELHI,011-22526115,9643082823,http://www.jansunwai.org,jansunwai.foundation@gmail.com
38,Janta Ekta Samiti,"684, Delhi (DELHI)","B 12/32, St. No- 13/7, Subhash Vihar, North Ghonda, Delhi","Education & Literacy,Health & Family Welfare,Human Rights","Sec-3, Sadiq Nagar, New Delhi 110049",Sadiq Nagar,DELHI,011-26250701,9871493893,Not Available,contact@jaav.org
39,Janta Gramodyog Samiti,"S/2808, Nagloi DELHI (DELHI)","8, Dharma ComplexNagloi DELHI 110041",Data Not Found,"B 12/32, St. No- 13/7, Subhash Vihar, North Ghonda, Delhi",Delhi,DELHI,Not Available,9910376529,Not Available,najim3816@gmail.com
40,JARUL TRUST,"62, NEW DELHI (DELHI)","House No. 122,Ground Floor, Arjun Nagar, Safdarjung Enclave, New Delhi-110029.","Children,Education & Literacy,Women's Development & Empowerment,Nutrition","8, Dharma ComplexNagloi DELHI 110041",Nagloi DELHI,DELHI,Not Available,9818462123,Not Available,jgskhadi@gmail.com
41,JASHN E ADAB,"148, Delhi (DELHI)",F-13 first floor Lajpat Nagar 2 New Delhi 110024,Art & Culture,"House No. 122,Ground Floor, Arjun Nagar, Safdarjung Enclave, New Delhi-110029.",NEW DELHI,DELHI,Not Available,9999350510,Not Available,jarultrust@gmail.com
42,JASHN-E-BAHAR,"DL/06/061/195881, New Delhi (DELHI)","216- A, Ground floor Gautam Nagar New Delhi- 110049","Any Other,Art & Culture",F-13 first floor Lajpat Nagar 2 New Delhi 110024,Delhi,DELHI,011-46572550,9313822799,http://www.jashneadab.org,contact@jashneadab.org
43,JASOLA SENIOR CITIZEN WELFARE SOCIETY,"S/1312/Distt.South/2013, Delhi (DELHI)","150, Pocket 1, Jasola,New Delhi-110025",Data Not Found,"216- A, Ground floor Gautam Nagar New Delhi- 110049",New Delhi,DELHI,Not Available,9811152318,Not Available,kaamnaprasad@gmail.com
44,Jat Sewa Sangh,"450, New Delhi (DELHI)","Jat Sewa Sangh, B-21A (IInd Floor), Rajdhani Park, Mundka Nangloi, New Delhi-41",Any Other,"150, Pocket 1, Jasola,
New Delhi-110025",Delhi,DELHI,Not Available,9871800462,Not Available,grchugh@gmail.com
45,JATHEDAR BABA HARBANS SINGH AND JATHEDAR BABA KARNAIL SINGH KARSEWA CHARITABLE TRUST,"458 BOOK NO.4 VOL NO.1625 PAGE, NEW DELHI (DELHI)","DERA KARSEWA GURUDWARA BANGLA SAHIB KHARAK SINGH MARG,DELHI-110001",Data Not Found,"Jat Sewa Sangh, B-21A (IInd Floor), Rajdhani Park, Mundka Nangloi, New Delhi-41",New Delhi,DELHI,Not Available,9416210849,http://www.jatsewasangh.com,jatsewasangh@gmail.com
46,Jawaharlal Nehru Institute of Corporate Social Responsibility,"IN-DL95464297359453N, New Delhi (DELHI)","FLAT NO. 80, PLOT NO-C-11, NAV JAGRITI APARTMENTS, VASUNDHARA ENCLAVE, NEAR DDA MARKET, NEW DELHI-110096",Education & Literacy,"DERA KARSEWA GURUDWARA BANGLA SAHIB KHARAK SINGH MARG,DELHI-110001",NEW DELHI,DELHI,Not Available,9560948316,Not Available,jaswinder1979@hotmail.com
47,Jawaharlal Nehru Sports Trust,"3816, New Delhi (DELHI)","Block8, Apartment 103, East End Apartments, Mayur Vihar, Phase1, New Delhi - 110091","Sports,Education & Literacy,Health & Family Welfare,Vocational Training,Youth Affairs","FLAT NO. 80, PLOT NO-C-11, NAV JAGRITI APARTMENTS, VASUNDHARA ENCLAVE, NEAR DDA MARKET, NEW DELHI-110096",New Delhi,DELHI,011-000000,9728223352,https://www.jnicsr.com,jnicsr@jnicsr.com
48,Jawaharlal Nehru Universitty,"Act of Parliment 1966, Delhi (DELHI)",Jawaharlal Nehru University,Art & Culture,"Block8, Apartment 103, East End Apartments, Mayur Vihar, Phase1, New Delhi - 110091",New Delhi,DELHI,Not Available,9811185049,Not Available,jnst1984@yahoo.co.uk
49,JAWALESHWARI FOUNDATION,"1966, DELHI (DELHI)","N-105/163, RAJEEV GANDHI CAMP, L-BLOCK, J.J. COLONY, SHAKURPUR, DELHI-110034","Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Dalit Upliftment,Differently Abled,Education & Literacy,Health & Family Welfare,New & Renewable Energy,Rural Development & Poverty Alleviation,Sports,Women's Development & Empowerment,Youth Affairs",Jawaharlal Nehru University,Delhi,DELHI,011-26704061,9873206251,http://www.jnu.ac.in,aesthete@mail.jnu.ac.in
50,JAYA PRAYAS HELP FOUNDATION,"U85200DL2017NPL312533, Delhi (DELHI)","1/641, Loni Road, Shahdara, Delhi110032","Art & Culture,Children,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Human Rights,Legal Awareness & Aid,Nutrition,Right to Information & Advocacy,Science & Technology,Scientific & Industrial Research,Vocational Training,Women's Development & Empowerment,Art & Culture,Children,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Food Processing,Health & Family Welfare,Legal Awareness & Aid,Nutrition,Right to Information & Advocacy,Vocational Training,Women's Development & Empowerment","N-105/163, RAJEEV GANDHI CAMP, L-BLOCK, J.J. COLONY, SHAKURPUR, DELHI-110034",DELHI,DELHI,Not Available,8076805469,Not Available,SONUUSONUU362@GMAIL.COM
51,Jayanti,"S-E/1207, New Delhi (DELHI)","G-1388, 3rd Floor, Chittaranjan Park, New Delhi 110019","Children,Differently Abled","1/641, Loni Road, Shahdara, Delhi110032",Delhi,DELHI,Not Available,9999411160,http://jayaprayas.in,ug3596632@gmail.com
52,JAYANTI WELFARE FOUNDATION,"705, NEW DELHI (DELHI)",PLOT NO 19 B BLOCK B-1 BHARAT VIHAR KAKROLA NEW DELHI 110078,Data Not Found,"G-1388, 3rd Floor, Chittaranjan Park, New Delhi 110019",New Delhi,DELHI,Not Available,9811392242,Not Available,debal.kar@gmail.com
53,JAYAPRAKASH NARAYAN FOUNDATION,"788, DELHI (DELHI)",T-5139/A FIRST FLOOR PUSA ROAD KAROL BAGH DELHI,Rural Development & Poverty Alleviation,PLOT NO 19 B BLOCK B-1 BHARAT VIHAR KAKROLA NEW DELHI 110078,NEW DELHI,DELHI,Not Available,9560042875,Not Available,jwf008skillindia@gmail.com
54,JAYSHREE,"3285, DELHI (DELHI)","E-115A, GROUND FLOOR, VISHWAKARMA COLONY, NEAR DHARAMKANTA, PUL PEHLAD PUR,","Agriculture,Children,Education & Literacy,Food Processing,Sports",T-5139/A FIRST FLOOR PUSA ROAD KAROL BAGH DELHI,DELHI,DELHI,Not Available,7678609424,Not Available,amanvash.2000@gmail.com
55,JBANERJEE SYSTEMS PRIVATE LIMITED,"U74910DL2003PTC121015, New Delhi (DELHI)","F 94, KATWARIA SARAI",Vocational Training,"E-115A, GROUND FLOOR, VISHWAKARMA COLONY, NEAR DHARAMKANTA, PUL PEHLAD PUR,",DELHI,DELHI,Not Available,9868910015,http://jayshreetrust.org/,INFO@JAYSHREETRUST.ORG
56,JBF INDIA TRUST,"DVC/0619, NEW DELHI (DELHI)",466 GF DDA FLATS SHREE AWAS SECTOR 18B DWARKA NEW DELHI 110078,"Animal Husbandry, Dairying  &  Fisheries","E-115A, GROUND FLOOR, VISHWAKARMA COLONY, NEAR DHARAMKANTA, PUL PEHLAD PUR,",DELHI,DELHI,Not Available,9868910015,http://jayshreetrust.org/,INFO@JAYSHREETRUST.ORG
57,JDS Foundation,"IN-DL06552707736470J, Vasundhara Enclave (DELHI)","A 302 Puneet Appartments Vasundhara Enclave New Delhi, 110096","Children,Civic Issues,Dalit Upliftment,Differently Abled,Education & Literacy,Aged/Elderly,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Scientific & Industrial Research,Urban Development & Poverty Alleviation,Vocational Training,Rural Development & Poverty Alleviation,Legal Awareness & Aid,Women's Development & Empowerment",466 GF DDA FLATS SHREE AWAS SECTOR 18B DWARKA NEW DELHI 110078,NEW DELHI,DELHI,Not Available,9954449528,Not Available,info@jbfsociety.org
58,JEANNE CHRISTIAN EDUCATIONAL SOCIETY,"16077, Delhi (DELHI)","2044/6, Chuna Mandi, Paharganj",Education & Literacy,"A 302 Puneet Appartments Vasundhara Enclave New Delhi, 110096",Vasundhara Enclave,DELHI,Not Available,9836690033,Not Available,sajalji@yahoo.com
59,Jeen Foundation,"U80904DL2011NPL222187, delhi (DELHI)","S191/c, 3rd Floor, Manak Complex, School Block, Shakarpur, New Delhi - 110092",Education & Literacy,"2044/6, Chuna Mandi, Paharganj",Delhi,DELHI,Not Available,8826897217,Not Available,ROC@GKKEDIA.COM
60,JEET,"S38415, Delhi (DELHI)","F-9/61, Sector-15, Rohini110089",Data Not Found,"S191/c, 3rd Floor, Manak Complex, School Block, Shakarpur, New Delhi - 110092",delhi,DELHI,Not Available,9999412034,Not Available,info@himalayanuniversity.com
61,Jeet Educational and Welfare Society,"S/68590/2010, Delhi (DELHI)","C-32, JJ Colony, Khyala, Delhi-110018","Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Labour & Employment,Minority Issues,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs","F-9/61, Sector-15, Rohini
110089",Delhi,DELHI,011-27890087,9873145187,Not Available,mehra_darshan@hotmail.com
62,Jeet Educational and Welfare Society,"S68590, Delhi (DELHI)","C-32, J.J Colony, Khayala -110018",Data Not Found,"C-32, JJ Colony, Khyala, Delhi-110018",Delhi,DELHI,011-41426068,9718192255,Not Available,jeeteducation2010@gmail.com
63,JEET KUNE DO MARTIAL ARTS FEDERATION,"S/1566/2016, New Delhi (DELHI)","9312, Street No-7, Qadam Sharif, Multani Dhanda, Paharganj","Art & Culture,Education & Literacy,Information & Communication Technology,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Any Other","C-32, J.J Colony, Khayala -110018",Delhi,DELHI,011-2548675,9958669161,Not Available,jeetngo15@gmail.com
64,Jeevan Care Trust,"361 in Book No 4 Vol No.44, NEW DELHI (DELHI)","Omex Complex, Sector-15, Noida, Uttar Pradesh- 201301","Children,Differently Abled,Education & Literacy,Food Processing,Health & Family Welfare,HIV/AIDS,Women's Development & Empowerment,Any Other","9312, Street No-7, Qadam Sharif, Multani Dhanda, Paharganj",New Delhi,DELHI,Not Available,9999902067,Not Available,indiajkd3@gmail.com
65,Jeevan Dhara Drug De-Addiction and Rehabilitation Society,"S/68327/2010, delhi (DELHI)","E-41, Majnu ka Tila, Aruna Nagar, Delhi-110054","Children,Civic Issues,Education & Literacy,Any Other","Omex Complex, Sector-15, Noida, Uttar Pradesh- 201301",NEW DELHI,DELHI,0120-4958052,1204958052,http://www.jeevancaretrust.org,jeevancaretrust@gmail.com
66,JEEVAN GYAN TRUST,"159513111628, DELHI (DELHI)",B6/207 SECTOR3 ROHINI DELHIPinCode110085,Data Not Found,"E-41, Majnu ka Tila, Aruna Nagar, Delhi-110054",delhi,DELHI,Not Available,9711897535,Not Available,jeevandhara35@gmail.com
67,JEEVAN JYOTI CHARTTABLE TRUST,"876, Delhi (DELHI)","Regd. office:- 2343, 1st Floor, Gali Dug Dugi, Shah Kallan, Near Chitli Qubar, Turkman Gate, Delhi-110006Admn. Office:- J-3/142, 2nd Floor, Kishan Kunj, Laxmi Nagar, Delhi-110092","Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Micro Small & Medium Enterprises,Minority Issues,Rural Development & Poverty Alleviation,Science & Technology,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","B6/207 SECTOR3 ROHINI DELHI
PinCode110085",DELHI,DELHI,011-45660659,9873310659,http://www.jeevangyantrust.org,info@jeevangyantrust.org
68,Jeevan Jyoti Sewa Sanstha,"S55133, Delhi (DELHI)","20/387, Kalyanpuri",Education & Literacy,"Regd. office:- 2343, 1st Floor, Gali Dug Dugi, Shah Kallan, Near Chitli Qubar, Turkman Gate, Delhi-110006
Admn. Office:- J-3/142, 2nd Floor, Kishan Kunj, Laxmi Nagar, Delhi-110092",Delhi,DELHI,Not Available,8802020215,http://www.jeevanjyotict.org,m.mahtab09@gmail.com
69,JEEVAN JYOTI SHIKSHAN AVAM JAN KALYAN SAMITI,"58014, SHAHDARA (DELHI)",A-18 ARUNA PARK SHAKARPUR DELHI-92,"Education & Literacy,Information & Communication Technology,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment","20/387, Kalyanpuri",Delhi,DELHI,Not Available,8383047758,https://www.jeevanjyoti.org,jjss.rm@gmail.com
70,jeevan jyoti trust,"513, NEW DELHI (DELHI)",G-52 LAXMI NAGAR NEW DELHI,Health & Family Welfare,A-18 ARUNA PARK SHAKARPUR DELHI-92,SHAHDARA,DELHI,1232-243266,9219856266,http://jeevanjyotingo.in,diit.modinagar@rediffmail.com
71,Jeevan Kalyan Organisation Trust,"365, Ghazipur (DELHI)","C-1-A One Shop Bearing No. 5, Main Gazipur Dairy Farm Delhi","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Biotechnology,Children,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Nutrition,Sports,Women's Development & Empowerment,Youth Affairs",G-52 LAXMI NAGAR NEW DELHI,NEW DELHI,DELHI,Not Available,9650513102,https://jeevanjyotitrust.org/,info@jeevanjyotitrust.org
72,Jeevan Prakash A Charitable Society,"S-50800/2004, New Delhi (DELHI)","H.O.: F-2/215, Ground floor, Sector-16, Rohini, Delhi-110089B.O.: R-487, 1st floor, Raghubir Nagar, Delhi-110027","Art & Culture,Children,Civic Issues,Differently Abled,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Panchayati Raj,Sports,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","C-1-A One Shop Bearing No. 5, Main Gazipur Dairy Farm Delhi",Ghazipur,DELHI,Not Available,9958211270,http://www.jeevankalyan.org/,work4arshad@gmail.com
73,JEEVAN SADHNA CHARITABLE TRUST,"S/49851, DELHI (DELHI)","C-157, ANANDVIHAR, VIKAS MARG EXTN. DELHI -110092",Data Not Found,"H.O.: F-2/215, Ground floor, Sector-16, Rohini, Delhi-110089

B.O.: R-487, 1st floor, Raghubir Nagar, Delhi-110027",New Delhi,DELHI,011-25106350,9711324916,http://www.jeevanprakash.org,sagar.amit81@gmail.com
74,Jeevan Samarpan Foundation,"8901606, Delhi (DELHI)",C-1/1 JanakpuriNew Delhi,"Children,Civic Issues,Differently Abled,HIV/AIDS,Human Rights,New & Renewable Energy,Right to Information & Advocacy,Sports,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","C-157, ANANDVIHAR, VIKAS MARG EXTN. DELHI -110092",DELHI,DELHI,Not Available,9810206578,Not Available,AGARWALMM31@GMAIL.COM
75,jeevan sawaro welfare society,"S/RS/SW/1092/2014, new delhi (DELHI)","B-1719,FIRST FLOOR,POCKET B,SECTOR-16B,DWARKA,NEW DELHI",Data Not Found,"C-1/1 Janakpuri
New Delhi",Delhi,DELHI,Not Available,9891404085,https://www.facebook.com/jeevansamarpanfoundation,bakebikaner@gmail.com
76,JEEVAN SPARSH,"612, New delhi (DELHI)","JEEVAN SPARSH,BB-9G,3RD FLOOR,DDA FLATS,MUNIRKA,NEW DELHI-110067","Children,Education & Literacy,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment","B-1719,FIRST FLOOR,POCKET B,SECTOR-16B,DWARKA,NEW DELHI",new delhi,DELHI,Not Available,9716527090,https://jeevansawaro.com,avdhesh.mishra@gmail.com
77,JEEVAN UDAY,"43893, Delhi (DELHI)","Plot No. 4, Block J. Laxmi Nagar Delhi","Civic Issues,Aged/Elderly,Health & Family Welfare,HIV/AIDS","JEEVAN SPARSH,BB-9G,3RD FLOOR,DDA FLATS,MUNIRKA,NEW DELHI-110067",New delhi,DELHI,Not Available,9887834262,http://www.jeevansparsh.org,madhuchawlajpr@gmail.com
78,JEEVAN WELFARE FOUNDATION,"1, DELHI (DELHI)","KH NO. 834 PROP NO B-6-A WEST VINOD NAGAR,",Data Not Found,"Plot No. 4, Block J. Laxmi Nagar Delhi",Delhi,DELHI,Not Available,9891115334,Not Available,jiwanuday.ngo@gmail.com
79,JEEVRAKSHNI PREET FOUNDATION,"1695, ROHINI (DELHI)","F-18/1 GROUND FLOOR,SECTOR-15 ROHINIDELHI","Animal Husbandry, Dairying  &  Fisheries","KH NO. 834 PROP NO B-6-A WEST VINOD NAGAR,",DELHI,DELHI,Not Available,8208369166,Not Available,ATR2137@GMAIL.COM
80,Jeewan Dhara Foundation Pitam Pura Delhi,"s/412/SDM/nw/2011, Delhi (DELHI)","215, Plot No.-26, Vikas Royal Arcade, Community Center Behind M2K Pitam Pura Delhi - 110034","Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises","F-18/1 GROUND FLOOR,SECTOR-15 ROHINI
DELHI",ROHINI,DELHI,Not Available,9899606010,Not Available,jrpreetfoundation@gmail.com
81,Jeewan Vigyan Ashram Trust,"46/SUB REGISTRAR VI(C), , DELHI (DELHI)","BLOCK NO. B7, HOUSE NO. 1, SECTOR 11, ROHINI, DELHI, 110085",Any Other,"215, Plot No.-26, Vikas Royal Arcade, Community Center Behind M2K Pitam Pura Delhi - 110034",Delhi,DELHI,011-64666333,7838723416,http://www.jeewandharafoundationdelhi.org,jeewandharafoundation@gmail.com
82,Jesuit Conference of India,"9864 OF 1978, New Delhi (DELHI)",Jor BaghLodhi Road,Education & Literacy,"BLOCK NO. B7, HOUSE NO. 1, SECTOR 11, ROHINI, DELHI, 110085",DELHI,DELHI,Not Available,9811588498,http://jeevanvigyantrust.com/,jeevanvigyantrust@gmail.com
83,Jesuit Research and Development Society,"55208, NEW DELHI (DELHI)",D25DSOUTH EXTENSION PART IINEW DELHI,"Education & Literacy,Human Rights,Legal Awareness & Aid,Minority Issues,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment","Jor Bagh
Lodhi Road",New Delhi,DELHI,Not Available,9431156036,http://www.jcsaweb.org/,jcsa.treas@gmail.com
84,JESUS AND MARY COLLEGE,"S.2350, New Delhi (DELHI)",Jesus and Mary CollegeChanakyapuriNew Delhi110021,"Education & Literacy,Sports,Women's Development & Empowerment,Youth Affairs,Any Other","D25D
SOUTH EXTENSION PART II
NEW DELHI",NEW DELHI,DELHI,Not Available,9810227215,Not Available,rajeev@isidelhi.org.in
85,Jesus and Mary Delhi Educational Society,"S/7233, New Delhi (DELHI)","Jesus and Mary Delhi Educational SocietyBangla Sahib Marg,New Delhi.",Education & Literacy,"Jesus and Mary College
Chanakyapuri
New Delhi110021",New Delhi,DELHI,Not Available,9599641403,http://www.jmc.ac.in/,principal@jmc.ac.in
86,JGADGURU KRIPALU PARISHAT SHYAMA SHYAM DHAM,"13715, New Delhi (DELHI)","H.A.F. (B), Part 1,Sector 10, Dwarka",Any Other,"Jesus and Mary Delhi Educational Society
Bangla Sahib Marg,
New Delhi.",New Delhi,DELHI,Not Available,9899488332,http://www.cjmdelhi.com,cjm.delhi@yahoo.com
87,Jigisha Foundation,"433, NEW DELHI (DELHI)","B-121, Shyam Kunj, Gali No. 10, Goyla Extension, Goyla Khurd, Najafgarh","Art & Culture,Children,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Any Other","H.A.F. (B), Part 1,
Sector 10, Dwarka",New Delhi,DELHI,Not Available,9984586753,http://www.jkp.org.in,auditteam@hotmail.com
88,Jimmedari Foundation,"3109, New Delhi (DELHI)","RZ-F, 2/38, Old Plot No-90, Kh No-459, Gali No-2, Mahavir Enclave, Palam, New Delhi-110045",Health & Family Welfare,"B-121, Shyam Kunj, Gali No. 10, Goyla Extension, Goyla Khurd, Najafgarh",NEW DELHI,DELHI,Not Available,9013061308,Not Available,jigishafoundation@gmail.com
89,Jingle Bells Education Society,"S.44735/2002, DELHI (DELHI)","S-438, School Block, Part -II, Shakarpur, Delhi110092","Children,Differently Abled,Education & Literacy,Health & Family Welfare,Right to Information & Advocacy,Vocational Training,Women's Development & Empowerment","RZ-F, 2/38, Old Plot No-90, Kh No-459, Gali No-2, Mahavir Enclave, Palam, New Delhi-110045",New Delhi,DELHI,Not Available,8860900088,https://jimmedari.org/,priya.sharma@jimmedari.org
90,Jini Educational and Social Welfare Association,"S/62238/2008, Delhi (DELHI)","C-338,New TC Camp Raghuveer Nagar, New Delhi-110027","Biotechnology,Children,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Labour & Employment,Minority Issues,Science & Technology,Scientific & Industrial Research,Tribal Affairs,Vocational Training,Women's Development & Empowerment","S-438, School Block, Part -II, Shakarpur, Delhi110092",DELHI,DELHI,Not Available,9811819951,https://www.jinglebellsacademy.org/,anju_70gupta@yahoo.co.in
91,JIREH MINISTRIES,"1158, NEW DELHI (DELHI)","119-120/26,Saidulla Jab Extension, Near Saket Metro Station, M.B. Road, New Delhi-110030,NEW DELHI,110030","Education & Literacy,Any Other,Health & Family Welfare","C-338,New TC Camp Raghuveer Nagar, New Delhi-110027",Delhi,DELHI,Not Available,9899184856,Not Available,jinieducation123@gmail.com
92,JITM SKILLS PRIVATE LIMITED,"U80904DL2013PTC249496, East Delhi  (DELHI)",216 B Jhilmil Colony DDA Flats Delhi-110092,Data Not Found,"119-120/26,Saidulla Jab Extension, Near Saket Metro Station, M.B. Road, New Delhi-110030,NEW DELHI,110030",NEW DELHI,DELHI,Not Available,9560886325,Not Available,abhisethia1978@gmail.com
93,JIV EKTA FOUNDATION,"1025, DELHI (DELHI)","HOUSE NO-03, GALI NO- L1, NANDA BLOCK, MAHAVIR ENCLAVE, NEW DELHI, 110045","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other",216 B Jhilmil Colony DDA Flats Delhi-110092,East Delhi,DELHI,Not Available,9910006554,Not Available,jitmskillspvtltd@gmail.com
94,JIV PRAKASH VIDYAPEETH,"231650231, Delhi (DELHI)","Jiv Prakash Vidyapeeth,23- Raj Niwas Marg,Delhi -= 110054",Data Not Found,"HOUSE NO-03, GALI NO- L1, NANDA BLOCK, MAHAVIR ENCLAVE, NEW DELHI, 110045",DELHI,DELHI,Not Available,9971285837,Not Available,jivektajewar@gmail.com
95,JNV SHINE HEALTH CARE SOCIETY,"S-E/1108/Distt South EAS/T2016, delhi (DELHI)",JNV Shine Health Care Society290/9 Amritpuri-B GarhiEast of KailashNew Delhi -110065,Health & Family Welfare,"Jiv Prakash Vidyapeeth,
23- Raj Niwas Marg,
Delhi -= 110054",Delhi,DELHI,Not Available,9968338585,Not Available,fulgencesj@gmail.com
96,Johar Health Maintenance Organization,"U74140DL2014NPL274741, New Delhi (DELHI)","59, Tuglakabad Institutional Area, New Delhi110 062",Health & Family Welfare,"JNV Shine Health Care Society
290/9 Amritpuri-B Garhi
East of Kailash
New Delhi -110065",delhi,DELHI,Not Available,7376574817,http://www.jnvshine.org,president.jnvshine@gmail.com
97,Johns Daycare and Boarding for Senior Citizens Association,"46446, New Delhi (DELHI)",Plot 106 G Block Phase VI Aya Nagar New Delhi 110047,Data Not Found,"59, Tuglakabad Institutional Area, New Delhi110 062",New Delhi,DELHI,Not Available,9599031165,http://joharhmo.com/,khushboo@joharhmo.com
98,JOIN2 OUR FOUNDATION,"U80902DL2018NPL328915., New Delhi (DELHI)","249 PKT A4 KALKAJI EXTN , NEW DELHINEW DELHI, SOUTH DELHI DELHI - 110019","Education & Literacy,Vocational Training,Any Other",Plot 106 G Block Phase VI Aya Nagar New Delhi 110047,New Delhi,DELHI,Not Available,9871688997,Not Available,johns_betterworld@rediffmail.com
99,Joining Hands,"3840, delhi (DELHI)","A-38, Amar Colony, Lajpat Nagar IV",Youth Affairs,"249 PKT A4 KALKAJI EXTN , NEW DELHI
NEW DELHI, SOUTH DELHI DELHI - 110019",New Delhi,DELHI,Not Available,9213436173,Not Available,sudhansu.parida79@gmail.com
100,Joint Hands,"S-68906, NCT of Delhi (DELHI)",G-105 Gazipur Village Delhi,Data Not Found,"A-38, Amar Colony, Lajpat Nagar IV",delhi,DELHI,Not Available,9971992463,http://www.joininghandsindia.org/,p.kewalramani@joininghandsindia.org
2,JOINT WOMENS PROGRAMME,"231661236, New Delhi (DELHI)","D-45, Press Enclave, Saket",Children,"3-15 A, Basement, Jangpura B, New Delhi-110014",Delhi,DELHI,Not Available,9811872752,Not Available,josh4india@gmail.com
3,JOMASAR FEDERATION OF INDIA,"SOCIETY/WEST/2018/8902367, DELHI (DELHI)","T- 2907,G/F GALI NO. 21B BALJEET NAGAR, NEAR SANJAY PARK TRANSFARMER",Data Not Found,"D-45, Press Enclave, Saket",New Delhi,DELHI,Not Available,9811041058,http://www.jwpindia.org/,jwpindia@gmail.com
